,imagenet_class,original_score,perturbated_score
426,barometer,0.00024270196,1.2919962e-05
427,"barrel, cask",2.703734e-05,9.0239366e-05
428,"barrow, garden cart, lawn cart, wheelbarrow",7.1628015e-06,4.4572803e-06
429,baseball,3.490796e-05,1.5740989e-05
430,basketball,0.00024447351,0.0001534675
431,bassinet,1.4320249e-06,6.421606e-08
432,bassoon,4.3195223e-06,1.515786e-06
433,"bathing cap, swimming cap",1.5083302e-05,2.499745e-06
434,bath towel,2.5464959e-05,9.390283e-07
435,"bathtub, bathing tub, bath, tub",5.5836704e-06,1.793033e-06
436,"beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon",2.309841e-06,2.0036569e-07
437,"beacon, lighthouse, beacon light, pharos",1.955523e-06,1.1608061e-07
438,beaker,0.00019346511,5.298311e-05
439,"bearskin, busby, shako",7.3040337e-06,7.784403e-07
440,beer bottle,3.180192e-05,7.828671e-05
441,beer glass,1.5401636e-05,2.2351493e-05
442,"bell cote, bell cot",1.6314818e-05,8.39955e-06
443,bib,2.8764278e-05,3.8750536e-06
444,"bicycle-built-for-two, tandem bicycle, tandem",4.728642e-06,1.1024754e-07
445,"bikini, two-piece",1.3118023e-06,2.3240786e-07
446,"binder, ring-binder",8.878198e-05,2.0840469e-06
447,"binoculars, field glasses, opera glasses",1.5628579e-05,3.445964e-05
448,birdhouse,2.7397912e-06,2.5232534e-06
449,boathouse,7.23398e-07,3.98131e-07
450,"bobsled, bobsleigh, bob",3.9365216e-07,1.0792864e-08
451,"bolo tie, bolo, bola tie, bola",7.739194e-06,1.5908778e-05
452,"bonnet, poke bonnet",3.8797032e-07,2.9563284e-07
453,bookcase,6.3728785e-06,1.8564165e-06
454,"bookshop, bookstore, bookstall",2.4011551e-05,9.176184e-06
455,bottlecap,7.5916876e-05,0.0012650237
456,bow,7.4168624e-06,7.7960595e-07
457,"bow tie, bow-tie, bowtie",5.637167e-05,4.1721225e-05
458,"brass, memorial tablet, plaque",0.0017587721,9.266911e-05
459,"brassiere, bra, bandeau",4.7111184e-06,2.4678197e-06
460,"breakwater, groin, groyne, mole, bulwark, seawall, jetty",5.901675e-07,1.5941285e-06
461,"breastplate, aegis, egis",8.805121e-06,1.0525855e-05
462,broom,5.6330777e-05,1.7861414e-06
463,"bucket, pail",1.1133732e-05,2.8390566e-06
464,buckle,0.00013925869,0.0008893761
465,bulletproof vest,0.0002233073,8.820628e-06
466,"bullet train, bullet",1.418399e-06,2.6776118e-07
467,"butcher shop, meat market",7.07019e-06,7.728153e-06
468,"cab, hack, taxi, taxicab",7.794231e-05,2.6401147e-05
469,"caldron, cauldron",2.8847848e-05,8.996572e-06
470,"candle, taper, wax light",0.00011611355,0.000306473
471,cannon,3.0389504e-07,1.8908173e-06
472,canoe,6.4191477e-07,1.2401512e-08
473,"can opener, tin opener",3.978799e-06,2.3105022e-06
474,cardigan,2.187287e-06,8.210935e-07
475,car mirror,3.1670909e-06,2.0018004e-07
476,"carousel, carrousel, merry-go-round, roundabout, whirligig",1.8414114e-06,5.525746e-07
477,"carpenter's kit, tool kit",3.6065656e-05,3.61116e-05
478,carton,0.00040975705,4.1406063e-05
479,car wheel,5.2631663e-06,1.8440493e-06
480,"cash machine, cash dispenser, automated teller machine, automatic teller machine, automated teller, automatic teller, ATM",0.0017003966,0.00021885046
481,cassette,4.5968514e-05,9.595863e-06
482,cassette player,4.9334565e-05,5.720582e-06
483,castle,1.0393835e-05,2.517816e-06
484,catamaran,9.376896e-07,1.7337848e-08
485,CD player,6.0103604e-05,5.8727123e-06
486,"cello, violoncello",2.1277713e-06,6.252278e-07
487,"cellular telephone, cellular phone, cellphone, cell, mobile phone",0.0010530842,0.00022646681
488,chain,5.049241e-05,0.0005642939
489,chainlink fence,0.0003717335,2.5697182e-05
490,"chain mail, ring mail, mail, chain armor, chain armour, ring armor, ring armour",1.848422e-05,0.00027762513
491,"chain saw, chainsaw",2.317533e-06,3.1142764e-07
492,chest,5.500968e-06,3.7914677e-05
493,"chiffonier, commode",8.903108e-07,6.3505246e-07
494,"chime, bell, gong",5.8303294e-06,8.056864e-06
495,"china cabinet, china closet",5.4547587e-07,1.2334552e-06
496,Christmas stocking,3.848177e-06,2.6055318e-07
497,"church, church building",4.6933606e-06,8.653817e-06
498,"cinema, movie theater, movie theatre, movie house, picture palace",9.755732e-05,0.0009617238
499,"cleaver, meat cleaver, chopper",1.0685691e-05,7.75741e-06
500,cliff dwelling,9.291401e-06,1.8697154e-06
501,cloak,7.2965076e-06,1.8312995e-06
502,"clog, geta, patten, sabot",6.777799e-07,6.915491e-06
503,cocktail shaker,3.5216774e-06,4.895335e-07
504,coffee mug,0.00043636264,0.00031447274
505,coffeepot,3.857363e-06,3.3515604e-05
506,"coil, spiral, volute, whorl, helix",3.8033663e-06,4.6067038e-05
507,combination lock,3.2187774e-05,0.000608232
508,"computer keyboard, keypad",0.0019460055,0.48184705
509,"confectionery, confectionary, candy store",7.0987217e-06,0.00012890369
510,"container ship, containership, container vessel",1.5212406e-05,4.1978633e-06
511,convertible,2.2561035e-06,1.2224687e-07
512,"corkscrew, bottle screw",4.9846863e-06,8.278843e-06
513,"cornet, horn, trumpet, trump",6.1263245e-06,1.3714831e-06
514,cowboy boot,1.5351256e-06,1.6145433e-06
515,"cowboy hat, ten-gallon hat",7.2060175e-07,9.1563925e-06
516,cradle,6.463096e-06,2.7690246e-06
517,crane,2.3619039e-06,5.491253e-07
518,crash helmet,1.2908355e-06,1.18862495e-07
519,crate,0.00016786273,1.7072429e-05
520,"crib, cot",9.951814e-06,4.637944e-07
521,Crock Pot,7.011558e-06,7.0746444e-07
522,croquet ball,8.398517e-06,3.9716983e-06
523,crutch,2.0110923e-05,5.1355705e-06
524,cuirass,1.8285577e-06,9.469319e-06
525,"dam, dike, dyke",7.118385e-07,7.572709e-08
526,desk,4.4468993e-06,5.3711256e-06
527,desktop computer,0.00016091586,7.863622e-05
528,"dial telephone, dial phone",3.4452838e-05,0.0007621067
529,"diaper, nappy, napkin",3.4524162e-06,9.5309576e-07
530,digital clock,0.6436761,0.019755047
531,digital watch,0.009303575,0.000204094
532,"dining table, board",2.2533404e-06,3.845356e-06
533,"dishrag, dishcloth",0.000113335554,9.013043e-06
534,"dishwasher, dish washer, dishwashing machine",2.6799673e-05,4.605197e-07
535,"disk brake, disc brake",7.4067293e-07,1.0469926e-06
536,"dock, dockage, docking facility",3.397726e-07,6.780793e-07
537,"dogsled, dog sled, dog sleigh",5.029028e-07,1.12878284e-08
538,dome,1.0080479e-05,3.8767485e-05
539,"doormat, welcome mat",0.021159416,0.0025548893
540,"drilling platform, offshore rig",1.4488222e-06,1.5020142e-07
541,"drum, membranophone, tympan",1.2680734e-06,2.9011437e-06
542,drumstick,2.5710837e-05,1.1450415e-05
543,dumbbell,2.3943432e-05,0.0021600395
544,Dutch oven,1.5886295e-05,2.128852e-05
545,"electric fan, blower",5.6415797e-06,3.282796e-06
546,electric guitar,0.00016061413,3.196563e-05
547,electric locomotive,4.4031023e-07,2.953294e-07
548,entertainment center,1.4173336e-06,2.679686e-07
549,envelope,4.4636166e-05,4.3733708e-06
550,espresso maker,1.0137697e-05,1.16557385e-05
551,face powder,3.701827e-05,0.0001261459
552,"feather boa, boa",5.9463146e-06,5.8422484e-07
553,"file, file cabinet, filing cabinet",5.095924e-05,2.8081264e-05
554,fireboat,2.5724495e-07,2.961957e-08
555,"fire engine, fire truck",3.0370168e-06,8.718983e-07
556,"fire screen, fireguard",0.0004381294,0.00018391098
557,"flagpole, flagstaff",8.92427e-06,7.339795e-07
558,"flute, transverse flute",1.1283784e-06,1.946304e-06
559,folding chair,3.6183374e-05,3.304102e-05
560,football helmet,7.799499e-06,1.5008636e-06
561,forklift,5.861958e-06,1.4752387e-05
562,fountain,6.9018924e-06,7.274184e-06
563,fountain pen,8.1884655e-06,1.1017802e-06
564,four-poster,2.7062077e-07,1.1674538e-07
565,freight car,3.8984817e-05,6.212888e-05
566,"French horn, horn",1.0922588e-06,9.682581e-07
567,"frying pan, frypan, skillet",1.7623794e-05,1.4904234e-05
568,fur coat,2.8780837e-06,1.3149084e-06
569,"garbage truck, dustcart",1.6685912e-06,4.1033795e-07
570,"gasmask, respirator, gas helmet",4.7167064e-06,7.8602e-06
571,"gas pump, gasoline pump, petrol pump, island dispenser",0.0002363026,6.294693e-06
572,goblet,1.3830278e-05,1.5093719e-05
573,go-kart,1.021429e-06,2.529895e-07
574,golf ball,0.0009373768,0.0005663582
575,"golfcart, golf cart",1.1197639e-06,6.057812e-07
576,gondola,5.509828e-07,1.1553556e-07
577,"gong, tam-tam",1.0124113e-05,1.1027983e-05
578,gown,3.7860461e-06,9.218452e-08
579,"grand piano, grand",2.2982955e-05,1.6885602e-05
580,"greenhouse, nursery, glasshouse",1.1822569e-05,2.2401266e-06
581,"grille, radiator grille",1.5225875e-05,1.4603017e-05
582,"grocery store, grocery, food market, market",2.0056243e-05,4.0855273e-05
583,guillotine,2.996176e-05,1.9477664e-05
584,hair slide,2.264629e-06,1.4356156e-06
585,hair spray,0.00012221432,2.2974318e-05
586,half track,2.6505072e-06,7.549383e-06
587,hammer,6.3404646e-06,2.4196785e-05
588,hamper,6.277389e-05,6.8552317e-06
589,"hand blower, blow dryer, blow drier, hair dryer, hair drier",1.0693225e-05,1.1689055e-05
590,"hand-held computer, hand-held microcomputer",0.00020349822,8.4354295e-05
591,"handkerchief, hankie, hanky, hankey",1.3865895e-05,1.3673432e-06
592,"hard disc, hard disk, fixed disk",2.1105152e-05,1.1132478e-05
593,"harmonica, mouth organ, harp, mouth harp",2.7186969e-05,4.0738296e-06
594,harp,3.5729831e-06,1.4461841e-06
595,"harvester, reaper",1.0802195e-06,2.5332946e-07
596,hatchet,5.8295177e-06,3.2836758e-06
597,holster,1.2679877e-06,2.3892874e-06
598,"home theater, home theatre",4.5305433e-06,5.9066383e-06
599,honeycomb,0.0007984083,0.05212367
600,"hook, claw",1.0961496e-05,1.028577e-05
601,"hoopskirt, crinoline",3.338209e-06,3.150617e-07
602,"horizontal bar, high bar",2.9632414e-05,9.0547115e-07
603,"horse cart, horse-cart",3.045731e-07,2.3693328e-08
604,hourglass,1.0970363e-05,2.5509802e-05
605,iPod,4.800577e-05,2.8435777e-05
606,"iron, smoothing iron",1.5685393e-05,7.2830203e-06
607,jack-o'-lantern,4.6817662e-05,3.5598427e-05
608,"jean, blue jean, denim",5.992135e-06,6.7324527e-07
609,"jeep, landrover",4.6009195e-06,7.830276e-07
610,"jersey, T-shirt, tee shirt",0.0011708464,1.5457523e-05
611,jigsaw puzzle,7.794774e-05,0.0032839063
612,"jinrikisha, ricksha, rickshaw",1.4043003e-06,5.7592228e-08
613,joystick,5.9781534e-05,0.00023310444
614,kimono,6.029415e-07,1.3082958e-07
615,knee pad,2.9239856e-05,2.7336996e-06
616,knot,7.7465265e-06,1.4934391e-06
617,"lab coat, laboratory coat",2.425091e-05,0.00011166702
618,ladle,2.1111623e-06,1.9348734e-05
619,"lampshade, lamp shade",9.815501e-06,0.00012024843
620,"laptop, laptop computer",0.00021113074,0.00037132122
621,"lawn mower, mower",1.0183647e-05,4.1155777e-06
622,"lens cap, lens cover",0.00012211446,0.0008527408
623,"letter opener, paper knife, paperknife",7.3863052e-06,2.5586464e-06
624,library,4.1999552e-05,7.288555e-05
625,lifeboat,2.0360932e-07,5.1531927e-08
626,"lighter, light, igniter, ignitor",0.00025461026,0.00010634966
627,"limousine, limo",9.159642e-06,4.861015e-07
628,"liner, ocean liner",2.1302483e-06,1.2320262e-07
629,"lipstick, lip rouge",1.4623644e-05,6.278395e-05
630,Loafer,2.5286688e-06,2.031356e-06
631,lotion,0.0001441552,2.836774e-05
632,"loudspeaker, speaker, speaker unit, loudspeaker system, speaker system",0.00027253997,0.00039696388
633,"loupe, jeweler's loupe",4.438356e-05,0.00024577806
634,"lumbermill, sawmill",8.73288e-07,0.00012273618
635,magnetic compass,0.00024648753,3.2325464e-05
636,"mailbag, postbag",8.077703e-05,5.1483153e-06
637,"mailbox, letter box",8.2821876e-05,0.00014567848
638,maillot,6.759599e-06,5.2133925e-07
639,"maillot, tank suit",3.777448e-06,5.2481516e-07
640,manhole cover,0.00046319288,0.0012987896
641,maraca,4.5949732e-06,6.8743616e-06
642,"marimba, xylophone",1.6244736e-05,5.005497e-05
643,mask,3.7658947e-06,7.6197543e-06
644,matchstick,0.00040655746,0.0014613118
645,maypole,2.981613e-07,6.8492525e-08
646,"maze, labyrinth",0.007021984,0.043401234
647,measuring cup,0.00011048906,1.5471445e-05
648,"medicine chest, medicine cabinet",1.1040911e-06,8.637318e-06
649,"megalith, megalithic structure",4.3554232e-06,1.3021474e-06
650,"microphone, mike",0.00020016966,0.00016583264
651,"microwave, microwave oven",0.00016945785,4.1684298e-06
652,military uniform,4.3522923e-06,9.764988e-06
653,milk can,1.6588136e-05,3.2215337e-06
654,minibus,2.499874e-06,2.5588162e-07
655,"miniskirt, mini",7.1569907e-06,1.2617428e-06
656,minivan,6.3832313e-06,2.0254298e-07
657,missile,1.3852579e-06,2.792333e-07
658,mitten,6.574273e-06,9.3498136e-07
659,mixing bowl,2.4676906e-06,1.8391912e-06
660,"mobile home, manufactured home",9.346354e-07,2.6695088e-07
661,Model T,7.841709e-07,3.024243e-07
662,modem,0.00018478025,9.278928e-05
663,monastery,2.3821385e-06,4.6837624e-07
664,monitor,0.0009001465,9.335914e-05
665,moped,1.7040538e-06,1.6032143e-07
666,mortar,9.772619e-06,1.5382348e-05
667,mortarboard,3.8264887e-05,3.3294702e-05
668,mosque,3.8278336e-06,2.465324e-06
669,mosquito net,1.4512076e-06,5.5792146e-08
670,"motor scooter, scooter",3.5617934e-06,5.375176e-07
671,"mountain bike, all-terrain bike, off-roader",2.4776086e-06,3.539303e-08
672,mountain tent,3.1157558e-07,2.3580844e-08
673,"mouse, computer mouse",4.3875516e-05,0.00012357783
674,mousetrap,3.153443e-05,6.36913e-06
675,moving van,8.325367e-06,9.258002e-08
676,muzzle,5.6117074e-06,2.1206189e-07
677,nail,2.7489032e-05,0.00019060516
678,neck brace,5.18294e-05,6.631923e-06
679,necklace,1.962849e-06,1.9123789e-05
680,nipple,3.5103471e-06,1.159992e-06
681,"notebook, notebook computer",0.00013200524,0.0001162464
682,obelisk,6.299702e-06,3.3711128e-06
683,"oboe, hautboy, hautbois",2.8198323e-05,1.2537847e-05
684,"ocarina, sweet potato",1.4140832e-05,8.974378e-06
685,"odometer, hodometer, mileometer, milometer",0.00088511116,9.787038e-06
686,oil filter,0.00023703004,5.0062987e-05
687,"organ, pipe organ",1.1641874e-05,0.00080928433
688,"oscilloscope, scope, cathode-ray oscilloscope, CRO",0.008511324,0.00039249368
689,overskirt,1.6176349e-06,1.0345573e-07
690,oxcart,3.4297477e-07,6.4266054e-08
691,oxygen mask,1.358681e-06,5.7992503e-07
692,packet,0.00070029974,5.3308548e-05
693,"paddle, boat paddle",1.6520636e-06,9.046239e-08
694,"paddlewheel, paddle wheel",2.754361e-07,4.3247056e-07
695,padlock,1.9865824e-05,0.00019601929
696,paintbrush,2.0151579e-06,1.1344141e-06
697,"pajama, pyjama, pj's, jammies",3.10969e-06,4.1724405e-07
698,palace,1.6546694e-05,2.0229474e-05
699,"panpipe, pandean pipe, syrinx",4.0824736e-05,4.767486e-05
700,paper towel,2.686216e-05,2.4802657e-06
701,"parachute, chute",2.984492e-07,7.047577e-08
702,"parallel bars, bars",2.5046933e-05,3.0751964e-06
703,park bench,3.082077e-05,8.981305e-06
704,parking meter,0.00021660455,5.02526e-05
705,"passenger car, coach, carriage",1.0873251e-06,5.098081e-07
706,"patio, terrace",4.450994e-06,4.26384e-06
707,"pay-phone, pay-station",7.711379e-05,5.1327428e-05
708,"pedestal, plinth, footstall",1.1890038e-05,2.1898124e-06
709,"pencil box, pencil case",3.814969e-06,1.156001e-06
710,pencil sharpener,7.716047e-06,1.7834785e-05
711,"perfume, essence",0.00015235411,0.00019114572
712,Petri dish,0.00021188412,0.0004908031
713,photocopier,6.030384e-06,1.0989751e-06
714,"pick, plectrum, plectron",0.00019567132,0.00022414015
715,pickelhaube,1.7035924e-06,4.2919507e-07
716,"picket fence, paling",5.66315e-05,9.141011e-06
717,"pickup, pickup truck",5.8635374e-07,6.362439e-08
718,pier,4.339879e-06,5.0631473e-07
719,"piggy bank, penny bank",4.559054e-06,3.2089574e-05
720,pill bottle,0.0003144783,0.0027371733
721,pillow,1.6671333e-05,5.4826323e-06
722,ping-pong ball,5.40447e-05,7.4383715e-05
723,pinwheel,5.727151e-07,9.631844e-07
724,"pirate, pirate ship",7.820134e-07,7.483478e-08
725,"pitcher, ewer",4.643457e-06,2.137595e-06
726,"plane, carpenter's plane, woodworking plane",3.3546958e-06,1.76145e-05
727,planetarium,3.398961e-05,4.938335e-06
728,plastic bag,9.201804e-05,1.7223774e-06
729,plate rack,2.2884783e-06,2.374692e-06
730,"plow, plough",4.3131152e-07,8.4896465e-07
731,"plunger, plumber's helper",4.606647e-05,1.6551994e-05
732,"Polaroid camera, Polaroid Land camera",2.3624683e-05,1.2572523e-05
733,pole,6.742872e-06,1.0627543e-06
734,"police van, police wagon, paddy wagon, patrol wagon, wagon, black Maria",5.921974e-06,9.984419e-08
735,poncho,6.9821444e-06,7.7926927e-07
736,"pool table, billiard table, snooker table",5.243097e-06,1.0392942e-05
737,"pop bottle, soda bottle",8.896302e-05,3.752174e-05
738,"pot, flowerpot",5.606495e-05,1.8496386e-05
739,potter's wheel,2.3183366e-05,2.9871888e-05
740,power drill,1.0750988e-05,1.6970082e-05
741,"prayer rug, prayer mat",0.000774224,4.099613e-05
742,printer,9.622366e-06,2.0252976e-06
743,"prison, prison house",0.0011982562,0.00049187266
744,"projectile, missile",8.2944473e-07,3.0618975e-07
745,projector,2.7475899e-05,2.5548148e-05
746,"puck, hockey puck",0.0003407104,0.0005354458
747,"punching bag, punch bag, punching ball, punchball",3.8522623e-05,7.667793e-06
748,purse,3.142891e-06,4.6089867e-06
749,"quill, quill pen",1.2815923e-05,1.6753136e-06
750,"quilt, comforter, comfort, puff",8.525878e-06,2.6107666e-06
751,"racer, race car, racing car",1.4648328e-06,3.19005e-08
752,"racket, racquet",0.00028640075,8.6970385e-06
753,radiator,9.78198e-06,2.6540978e-05
754,"radio, wireless",0.00020675547,8.332591e-05
755,"radio telescope, radio reflector",1.6400578e-06,3.816663e-07
756,rain barrel,1.2661504e-05,8.2432725e-06
757,"recreational vehicle, RV, R.V.",5.0318056e-07,9.321158e-08
758,reel,1.545526e-06,2.924168e-06
759,reflex camera,1.13941305e-05,7.081655e-06
760,"refrigerator, icebox",2.4905812e-06,7.319046e-06
761,"remote control, remote",0.00029730724,0.00046919374
762,"restaurant, eating house, eating place, eatery",7.73549e-06,6.6066e-05
763,"revolver, six-gun, six-shooter",3.3819388e-06,2.97682e-05
764,rifle,7.8132725e-06,6.797021e-06
765,"rocking chair, rocker",1.494805e-05,5.263744e-06
766,rotisserie,2.1097896e-06,1.1533086e-06
767,"rubber eraser, rubber, pencil eraser",9.9133795e-05,8.486506e-05
768,rugby ball,1.7652641e-05,1.7612745e-06
769,"rule, ruler",0.0004485602,7.849289e-05
770,running shoe,8.39891e-06,2.538459e-06
771,safe,9.594248e-05,6.692406e-05
772,safety pin,2.0005962e-05,2.462036e-05
773,"saltshaker, salt shaker",3.069824e-05,4.9394166e-05
774,sandal,1.8777694e-06,5.0516755e-06
775,sarong,5.3666863e-06,4.037386e-07
776,"sax, saxophone",2.8721295e-05,3.827888e-06
777,scabbard,7.0145035e-07,5.1768984e-07
778,"scale, weighing machine",0.0005668599,0.00017224661
779,school bus,5.453669e-06,1.3223165e-06
780,schooner,1.3507193e-07,5.017236e-08
781,scoreboard,0.20038846,0.0011743354
782,"screen, CRT screen",0.003537468,0.00033671752
783,screw,6.949884e-06,2.8124387e-05
784,screwdriver,2.9511231e-05,3.484114e-05
785,"seat belt, seatbelt",5.9681074e-06,6.1222966e-07
786,sewing machine,1.3074652e-05,1.0766778e-05
787,"shield, buckler",3.916137e-05,3.6750516e-05
788,"shoe shop, shoe-shop, shoe store",9.946415e-06,8.7632485e-05
789,shoji,0.00015703183,2.7075088e-05
790,shopping basket,0.0009922109,3.6193396e-06
791,shopping cart,7.571284e-05,2.0188183e-06
792,shovel,8.1043045e-06,5.2385935e-06
793,shower cap,1.0904665e-06,2.2349307e-06
794,shower curtain,0.0001246174,0.00013461677
795,ski,1.1487367e-06,2.5811633e-07
796,ski mask,2.449497e-05,3.5932808e-06
797,sleeping bag,1.1642885e-05,3.9150797e-07
798,"slide rule, slipstick",8.747442e-05,5.8974383e-05
799,sliding door,2.5058638e-05,5.0948133e-06
800,"slot, one-armed bandit",0.00011306243,0.00059841
801,snorkel,1.0805667e-06,7.3278734e-08
802,snowmobile,1.215619e-07,1.2070409e-08
803,"snowplow, snowplough",2.6926614e-07,1.0281818e-07
804,soap dispenser,2.210734e-05,1.0828646e-05
805,soccer ball,3.9542738e-05,2.8803532e-05
806,sock,1.1379269e-06,8.1156195e-08
807,"solar dish, solar collector, solar furnace",1.600132e-05,8.498367e-06
808,sombrero,7.543219e-07,3.7096638e-06
809,soup bowl,8.972513e-06,1.35092805e-05
810,space bar,0.0006209287,0.05898865
811,space heater,0.00029770914,1.7800596e-05
812,space shuttle,2.3828657e-06,5.255424e-07
813,spatula,9.731711e-05,0.000112491856
814,speedboat,7.156427e-07,1.9871155e-08
815,"spider web, spider's web",2.4426095e-06,2.2185336e-07
816,spindle,2.79257e-07,1.3572926e-06
817,"sports car, sport car",7.126896e-07,2.416119e-08
818,"spotlight, spot",0.00010168328,8.4699146e-05
819,stage,5.7862402e-05,8.1389e-05
820,steam locomotive,7.7498635e-07,2.0176604e-07
821,steel arch bridge,1.7660412e-06,4.1272312e-08
822,steel drum,1.5626403e-05,2.0414946e-05
823,stethoscope,1.7338156e-05,2.7448374e-05
824,stole,2.1984786e-05,1.3381116e-06
825,stone wall,3.616938e-06,3.6292008e-06
826,"stopwatch, stop watch",0.003341643,0.00012735698
827,stove,2.6066009e-05,7.2229435e-05
828,strainer,1.0577499e-05,3.814098e-05
829,"streetcar, tram, tramcar, trolley, trolley car",1.8676697e-06,1.7061197e-07
830,stretcher,9.998083e-06,1.4636207e-06
831,"studio couch, day bed",8.971323e-06,4.0974646e-06
832,"stupa, tope",1.695282e-07,9.071146e-08
833,"submarine, pigboat, sub, U-boat",4.999314e-07,2.0195133e-08
834,"suit, suit of clothes",1.5979087e-05,3.713745e-06
835,sundial,1.7919381e-05,3.109915e-06
836,sunglass,2.2046997e-05,1.4316241e-05
837,"sunglasses, dark glasses, shades",1.3508701e-05,2.529753e-05
838,"sunscreen, sunblock, sun blocker",0.00010384517,1.5224074e-05
839,suspension bridge,3.4994205e-06,7.398579e-08
840,"swab, swob, mop",4.7885427e-05,1.7667218e-06
841,sweatshirt,0.0002457763,7.332215e-06
842,"swimming trunks, bathing trunks",5.652318e-06,3.13638e-07
843,swing,8.839011e-06,7.0449664e-07
844,"switch, electric switch, electrical switch",2.2260956e-05,0.00070360507
845,syringe,1.8285727e-05,1.5525038e-05
846,table lamp,5.941094e-06,4.3377833e-05
847,"tank, army tank, armored combat vehicle, armoured combat vehicle",1.091837e-06,5.2611535e-06
848,tape player,8.644707e-05,2.4966206e-05
849,teapot,6.496057e-06,2.404519e-05
850,"teddy, teddy bear",1.702519e-06,1.0249721e-06
851,"television, television system",0.0028169833,4.7703557e-05
852,tennis ball,0.0015969088,8.439517e-05
853,"thatch, thatched roof",1.8548152e-06,1.2599643e-06
854,"theater curtain, theatre curtain",4.810669e-05,0.000101840604
855,thimble,1.1639033e-05,9.992417e-05
856,"thresher, thrasher, threshing machine",5.00332e-07,5.6376774e-07
857,throne,5.8894266e-06,6.8976547e-06
858,tile roof,3.402014e-06,6.989249e-05
859,toaster,5.234748e-06,4.605564e-06
860,"tobacco shop, tobacconist shop, tobacconist",7.780893e-05,0.0006188581
861,toilet seat,2.5264233e-05,0.00024109818
862,torch,1.9452604e-05,2.865018e-06
863,totem pole,4.3690247e-07,2.8310117e-07
864,"tow truck, tow car, wrecker",1.0844111e-06,2.1196445e-07
865,toyshop,1.4413047e-06,1.184317e-06
866,tractor,7.4286913e-06,3.128674e-06
867,"trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi",4.2358906e-06,5.898754e-07
868,tray,0.00064903015,0.00044159603
869,trench coat,2.1141502e-06,1.8185339e-06
870,"tricycle, trike, velocipede",4.516497e-06,3.0615556e-07
871,trimaran,4.228337e-07,2.1692637e-08
872,tripod,3.0524337e-05,4.27678e-05
873,triumphal arch,2.2776876e-06,1.1398406e-06
874,"trolleybus, trolley coach, trackless trolley",6.384348e-07,3.3236056e-08
875,trombone,8.581094e-06,4.908316e-07
876,"tub, vat",3.0880126e-06,1.8282317e-06
877,turnstile,0.00013600188,8.9629e-06
878,typewriter keyboard,0.00011812815,0.2696362
879,umbrella,1.8181073e-06,1.3026827e-06
880,"unicycle, monocycle",9.622494e-06,5.6000175e-07
881,"upright, upright piano",5.3416483e-05,3.165803e-05
882,"vacuum, vacuum cleaner",2.007245e-05,4.487927e-06
883,vase,9.9645395e-06,6.0347734e-06
884,vault,4.335506e-06,2.8186387e-05
885,velvet,2.3446131e-05,1.8826333e-05
886,vending machine,7.661635e-05,4.0958967e-05
887,vestment,3.093442e-06,2.712568e-06
888,viaduct,9.076166e-06,3.6772494e-07
889,"violin, fiddle",4.02633e-06,7.4722534e-06
890,volleyball,3.8646995e-05,7.3818337e-06
891,waffle iron,3.466661e-05,0.0139723625
892,wall clock,0.00049122714,0.00025310984
893,"wallet, billfold, notecase, pocketbook",3.369083e-05,1.1510424e-05
894,"wardrobe, closet, press",2.9059838e-06,8.792798e-07
895,"warplane, military plane",9.602701e-08,7.902707e-09
896,"washbasin, handbasin, washbowl, lavabo, wash-hand basin",5.6601284e-06,6.501002e-06
897,"washer, automatic washer, washing machine",1.07623755e-05,4.4084172e-07
898,water bottle,2.0381274e-05,1.39072135e-05
899,water jug,9.080187e-07,8.857511e-07
900,water tower,6.370114e-06,5.379196e-07
901,whiskey jug,0.0001141343,4.6001646e-06
902,whistle,7.0842594e-05,0.00012245185
903,wig,2.3088798e-05,6.4541528e-06
904,window screen,0.00051526306,8.5452724e-05
905,window shade,2.723838e-05,1.8098339e-05
906,Windsor tie,0.00013784617,9.797558e-05
907,wine bottle,3.096534e-05,0.00020878993
908,wing,2.6210185e-07,3.643269e-08
909,wok,1.2754688e-05,1.5948013e-05
910,wooden spoon,4.4190983e-06,2.2554785e-05
911,"wool, woolen, woollen",7.783817e-05,4.5771944e-06
912,"worm fence, snake fence, snake-rail fence, Virginia fence",6.552844e-05,3.360222e-06
913,wreck,9.324497e-07,9.370375e-08
914,yawl,8.487926e-08,8.69958e-09
915,yurt,9.351106e-07,1.6177806e-07
916,"web site, website, internet site, site",0.00067492283,7.201106e-05
917,comic book,0.00027148196,3.0508577e-06
918,"crossword puzzle, crossword",0.014240852,0.0005033601
919,street sign,0.0066645127,7.5396805e-05
920,"traffic light, traffic signal, stoplight",0.00044643407,0.00021353179
921,"book jacket, dust cover, dust jacket, dust wrapper",0.03201113,0.00023398019
922,menu,0.0015419361,6.936341e-05
923,plate,1.1531525e-06,2.8102013e-06
924,guacamole,2.7660212e-06,2.1396424e-06
925,consomme,7.358168e-06,1.456404e-06
926,"hot pot, hotpot",1.212808e-06,1.0490705e-06
927,trifle,7.2976104e-07,2.1868093e-06
928,"ice cream, icecream",2.5331774e-06,2.0535474e-06
929,"ice lolly, lolly, lollipop, popsicle",1.3093219e-05,4.693851e-05
930,French loaf,1.5345007e-06,1.4123903e-05
